exercise_name,muscle,GIF_link
Bird dog,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/07/Bird-Dog.gif
Seated cable rope row,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/06/Seated-Cable-Rope-Row.gif
Kettlebell deadlift,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/06/kettlebell-deadlift.gif
Standing toe touches,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/04/Standing-Toe-Touches.gif
Seated toe touches,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/06/Seated-Toe-Touches.gif
Roll upper back,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/02/Roll-Upper-Back.gif
Lying upper body rotation,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lying-Upper-Body-Rotation.gif
Stiff leg deadlift,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/01/Stiff-Leg-Deadlift.gif
Kneeling back rotation stretch,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/02/Kneeling-Back-Rotation-Stretch.gif
Bow yoga pose,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/02/Bow-Yoga-Pose.gif
Cat cow,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/02/cat-cow.gif
Kneeling t spine rotation,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/08/Kneeling-T-spine-Rotation.gif
Supine spinal twist,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/12/Supine-Spinal-Twist.gif
T bar rows,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/04/t-bar-rows.gif
Barbell pendlay row,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/07/Barbell-Pendlay-Row.gif
Superman exercise,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/02/Superman-exercise.gif
Pike to cobra,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/02/Pike-to-Cobra.gif
Arm leg raise,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/02/arm-leg-raise.gif
Dumbbell pull through,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/10/Dumbbell-Pull-Through.gif
Glute ham raise,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2023/07/Glute-Ham-Raise.gif
Push up with rotation,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2023/01/push-up-with-rotation.gif
Side plank rotation,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2023/01/Side-Plank-Rotation.gif
Kettlebell figure 8,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/09/Kettlebell-Figure-8.gif
Barbell single leg deadlift,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/09/Barbell-Single-Leg-Deadlift.gif
Dumbbell single leg deadlift,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/09/Dumbbell-Single-Leg-Deadlift.gif
Good morning with resistance band,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/07/Good-Morning-With-Resistance-Band.gif
Rolling like a ball crab,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/07/Rolling-Like-a-Ball-crab.gif
Dhanurasana rocking bow pose,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/05/Dhanurasana-Rocking-Bow-Pose.gif
Swing gymstick,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/05/Swing-Gymstick.gif
Single leg reverse hyperextension,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2022/05/Single-Leg-Reverse-Hyperextension.gif
Seated zottman curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2023/10/Seated-Zottman-Curl.gif
Wrist roller,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/08/wrist-roller.gif
Dumbbell seated neutral wrist curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dumbbell-Seated-Neutral-Wrist-Curl.gif
Dumbbell wrist curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dumbbell-Wrist-Curl.gif
Barbell reverse wrist curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/06/Barbell-Reverse-Wrist-Curl.gif
Wrist circles stretch,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/06/Wrist-Circles-Stretch.gif
Barbell reverse curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Reverse-Curl.gif
Cable one arm wrist curl on floor,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/09/Cable-One-Arm-Wrist-Curl-On-Floor.gif
Hand gripper,Forearm,https://fitnessprogramer.com/wp-content/uploads/2022/01/Hand-Gripper.gif
Dumbbell reverse curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/04/dumbbell-reverse-curl.gif
Seated hammer curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/04/Seated-Hammer-Curl.gif
Reverse grip ez bar curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/08/Reverse-Grip-EZ-Bar-Curl.gif
Dumbbell scott hammer curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/08/Dumbbell-Scott-Hammer-Curl.gif
Behind the back barbell wrist curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/06/Behind-The-Back-Barbell-Wrist-Curl.gif
Standing one arm chest stretch,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/08/Standing-one-arm-chest-stretch.gif
Wrist ulnar deviator and extensor stretch,Forearm,https://fitnessprogramer.com/wp-content/uploads/2023/03/Wrist-Ulnar-Deviator-And-Extensor-Stretch.gif
Reverse wrist stretch,Forearm,https://fitnessprogramer.com/wp-content/uploads/2023/03/reverse-Wrist-Stretch.gif
Wrist stretch,Forearm,https://fitnessprogramer.com/wp-content/uploads/2023/03/Wrist-Stretch.gif
Dumbbell preacher hammer curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2022/02/Dumbbell-Preacher-Hammer-Curl.gif
Weighted wrist curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/06/Weighted-Wrist-Curl.gif
Single dumbbell spider hammer curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2022/02/Single-Dumbbell-Spider-Hammer-Curl.gif
Reverse wrist curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/02/Reverse-Wrist-Curl.gif
Barbell wrist curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2021/02/barbell-Wrist-Curl.gif
Hammer curl with resistance band,Forearm,https://fitnessprogramer.com/wp-content/uploads/2022/07/Hammer-Curl-with-Resistance-Band.gif
Cable reverse grip ez bar biceps curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Reverse-Grip-EZ-bar-Biceps-Curl.gif
Barbell finger curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2022/09/Barbell-Finger-Curl.gif
Dumbbell finger curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2022/09/Dumbbell-Finger-Curl.gif
Single arm reverse grip cable bicep curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2022/06/Single-Arm-Reverse-Grip-Cable-Bicep-Curl.gif
Barbell reverse wrist curl over a bench,Forearm,https://fitnessprogramer.com/wp-content/uploads/2022/06/Barbell-Reverse-Wrist-Curl-Over-a-Bench.gif
Water bottle hammer curl,Forearm,https://fitnessprogramer.com/wp-content/uploads/2022/06/Water-Bottle-Hammer-Curl.gif
Navy seal burpee,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/10/Navy-Seal-Burpee.gif
Dumbbell lunges,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/09/dumbbell-lunges.gif
Dumbbell push press,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/10/Dumbbell-Push-Press.gif
Dumbbell deadlifts,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/09/dumbbell-deadlifts.gif
Dumbbell sumo deadlift,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/09/dumbbell-sumo-deadlift.gif
Backward medicine ball throw,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/05/Backward-Medicine-Ball-Throw.gif
Zercher carry,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/01/zercher-carry.gif
Wall walk muscles,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/12/wall-walk-muscles.gif
Kettlebell hang clean,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/07/Kettlebell-Hang-Clean.gif
Dumbbell power clean,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Power-Clean.gif
Dumbbell devil press,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Devil-Press.gif
Overhead squat,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/07/overhead-squat.gif
Ski ergometer,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/02/Ski-Ergometer.gif
Human flag,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/02/Human-Flag.gif
Farmers walk_cardio,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/02/Farmers-walk_Cardio.gif
Log lift,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/02/Log-Lift.gif
Tire sledgehammer,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/02/Tire-SledgeHammer.gif
Strongman tire flip,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/02/StrongMan-Tire-Flip.gif
Barbell snatch,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Snatch.gif
Barbell power snatch,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Power-Snatch.gif
Barbell muscle snatch,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Muscle-Snatch.gif
Barbell heaving snatch balance,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Heaving-Snatch-Balance.gif
Barbell hang clean,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/07/Barbell-Hang-Clean.gif
Rowing machine,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/06/Rowing-Machine.gif
Barbell bent over row,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Bent-Over-Row.gif
Rope climb,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/02/Rope-Climb.gif
Push up toe touch,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/02/Push-up-Toe-Touch.gif
Bent over dumbbell row,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/02/Bent-Over-Dumbbell-Row.gif
Muscle up vertical bar,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/05/Muscle-up-vertical-bar.gif
Push press 1,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/02/push-press-1.gif
Landmine press,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/04/Landmine-Press.gif
Barbell clean and press ,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/04/Barbell-Clean-and-Press-.gif
Power clean ,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/04/Power-Clean-.gif
Turkish get up squat style,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/04/Turkish-Get-Up-Squat-style.gif
Kettlebell swings,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/09/Kettlebell-Swings.gif
One arm kettlebell snatch exercise,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/03/One-Arm-Kettlebell-Snatch-exercise.gif
Impossible dips,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/01/Impossible-Dips.gif
Korean dips,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/01/Korean-Dips.gif
Straight bar dip,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/01/Straight-Bar-Dip.gif
Kettlebell clean and jerk,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/06/Kettlebell-Clean-and-Jerk.gif
Dumbbell burpees,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dumbbell-Burpees.gif
Dumbbell jump squat,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/04/Dumbbell-Jump-Squat.gif
Burpees,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/02/burpees.gif
L pull up,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/06/L-Pull-Up.gif
Back lever,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/06/Back-Lever.gif
Front lever pull up,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/06/Front-Lever-Pull-up.gif
One arm dumbbell snatch,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/05/One-Arm-Dumbbell-Snatch.gif
Archer pull up,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/01/Archer-Pull-up.gif
Cross body push up_plyometric,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cross-Body-Push-up_Plyometric.gif
Trap bar jump squat,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/02/trap-bar-jump-squat.gif
Medicine ball sit up throw,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/01/Medicine-Ball-Sit-up-Throw.gif
Barbell jump squat,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/01/Barbell-Jump-Squat.gif
Handstand walk,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/12/handstand-walk.gif
Handstand holds,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/02/handstand-holds.gif
Kettlebell clean and press,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/06/Kettlebell-Clean-and-Press.gif
Climbing monkey bars,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/12/Climbing-Monkey-Bars.gif
Kipping handstand push up,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/07/kipping-handstand-push-up.gif
Snap jumps,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/02/SNAP-JUMPS.gif
Thruster,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/10/thruster.gif
Bodyweight skull crushers,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/02/Bodyweight-Skull-Crushers.gif
Straddle planche,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/08/Straddle-planche.gif
One arm kettlebell swing,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/07/One-Arm-Kettlebell-Swing.gif
Medicine ball overhead slam exercise,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/06/Medicine-ball-Overhead-Slam-exercise.gif
Wall ball,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2023/01/wall-ball.gif
Kettlebell renegade row,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/07/Kettlebell-Renegade-Row.gif
Push up to renegade row,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/07/Push-Up-to-Renegade-Row.gif
Modified hindu push up,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/07/Modified-Hindu-Push-up.gif
Planche push up,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/07/Planche-Push-Up.gif
Archer push up,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/07/Archer-Push-Up.gif
Kettlebell figure 8,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/09/Kettlebell-Figure-8.gif
Dumbbell renegade row 1,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2021/01/dumbbell-renegade-row-1.gif
Dumbbell iron cross,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Iron-Cross.gif
Ring dips,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2022/07/Ring-Dips.gif
Battle rope,Full-Body,https://fitnessprogramer.com/wp-content/uploads/2015/07/Battle-Rope.gif
Curtsy lunge,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/09/curtsy-lunge.gif
5 dot drills agility exercise,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/12/5-Dot-drills-agility-exercise.gif
High knee lunge on bosu ball,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/09/High-Knee-Lunge-on-Bosu-Ball.gif
Standing leg circles,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/10/Standing-Leg-Circles.gif
Static lunge,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/10/Static-Lunge.gif
Dumbbell lunges,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/09/dumbbell-lunges.gif
Dumbbell good morning,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/10/Dumbbell-Good-Morning.gif
Dumbbell squat,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/09/Dumbbell-Squat.gif
Depth jump to hurdle hop,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/09/Depth-Jump-to-Hurdle-Hop.gif
Power lunge,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/09/power-lunge.gif
Dumbbell deadlifts,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/09/dumbbell-deadlifts.gif
Dumbbell sumo deadlift,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/09/dumbbell-sumo-deadlift.gif
Bodyweight lunges,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/07/bodyweight-lunges.gif
Bulgarian jump squat,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/03/Bulgarian-Jump-Squat.gif
Barbell glute bridge two legs on bench,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/03/Barbell-Glute-Bridge-Two-Legs-on-Bench.gif
Barbell hip thrust,Hip,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Hip-Thrust.gif
Smith machine reverse kickback,Hip,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Reverse-Kickback.gif
Barbell squat,Hip,https://fitnessprogramer.com/wp-content/uploads/2021/02/BARBELL-SQUAT.gif
Sumo plie dumbbell squat,Hip,https://fitnessprogramer.com/wp-content/uploads/2023/01/Sumo-Plie-Dumbbell-Squat.gif
Barbell deadlift,Hip,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Deadlift.gif
Barbell romanian deadlift,Hip,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Romanian-Deadlift.gif
Barbell hack squat,Hip,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Hack-Squat.gif
Barbell sumo squat,Hip,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-sumo-squat.gif
Lever standing rear kick,Hip,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Standing-Rear-Kick.gif
Barbell good morning,Hip,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Good-Morning.gif
Dumbbell romanian deadlift,Hip,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Romanian-Deadlift.gif
Barbell sumo deadlift,Hip,https://fitnessprogramer.com/wp-content/uploads/2021/04/Barbell-Sumo-Deadlift.gif
Dumbbell lunge,Hip,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Lunge.gif
Lever side hip abduction,Hip,https://fitnessprogramer.com/wp-content/uploads/2022/04/Lever-Side-Hip-Abduction.gif
